Order_ID,Category,Sub_Category
CA-2015-101364,NULL,NULL
CA-2015-101392,NULL,NULL
CA-2015-101427,NULL,NULL
CA-2015-101462,NULL,NULL
CA-2015-101476,NULL,NULL
CA-2015-101560,NULL,NULL
CA-2015-101770,NULL,NULL
CA-2015-101833,NULL,NULL
CA-2015-101931,NULL,NULL
CA-2015-102008,NULL,NULL
CA-2015-102085,NULL,NULL
CA-2015-102274,NULL,NULL
CA-2015-102295,NULL,NULL
CA-2015-102645,NULL,NULL
CA-2015-102652,NULL,NULL
CA-2015-102673,NULL,NULL
CA-2015-102869,NULL,NULL
CA-2015-102988,NULL,NULL
CA-2015-103058,NULL,NULL
CA-2015-103086,NULL,NULL
CA-2015-103191,NULL,NULL
CA-2015-103219,NULL,NULL
CA-2015-103310,NULL,NULL
CA-2015-103317,NULL,NULL
CA-2015-103331,NULL,NULL
CA-2015-103366,NULL,NULL
CA-2015-103373,NULL,NULL
CA-2015-103401,NULL,NULL
CA-2015-103429,NULL,NULL
CA-2015-103492,NULL,NULL
CA-2015-103527,NULL,NULL
CA-2015-103590,NULL,NULL
CA-2015-103660,NULL,NULL
CA-2015-103702,NULL,NULL
CA-2015-103800,NULL,NULL
CA-2015-103849,NULL,NULL
CA-2015-103940,NULL,NULL
CA-2015-103989,NULL,NULL
CA-2015-104178,NULL,NULL
CA-2015-104269,NULL,NULL
CA-2015-104283,NULL,NULL
CA-2015-104402,NULL,NULL
CA-2015-104563,NULL,NULL
CA-2015-104738,NULL,NULL
CA-2015-104773,NULL,NULL
CA-2015-104780,NULL,NULL
CA-2015-104808,NULL,NULL
CA-2015-104829,NULL,NULL
CA-2015-104976,NULL,NULL
CA-2015-105165,NULL,NULL
CA-2015-105172,NULL,NULL
CA-2015-105249,NULL,NULL
CA-2015-105340,NULL,NULL
CA-2015-105648,NULL,NULL
CA-2015-105872,NULL,NULL
CA-2015-105893,NULL,NULL
CA-2015-106054,NULL,NULL
CA-2015-106229,NULL,NULL
CA-2015-106439,NULL,NULL
CA-2015-106572,NULL,NULL
CA-2015-106719,NULL,NULL
CA-2015-106726,NULL,NULL
CA-2015-106810,NULL,NULL
CA-2015-106971,NULL,NULL
CA-2015-107139,NULL,NULL
CA-2015-107153,NULL,NULL
CA-2015-107398,NULL,NULL
CA-2015-107573,NULL,NULL
CA-2015-107706,NULL,NULL
CA-2015-107755,NULL,NULL
CA-2015-107769,NULL,NULL
CA-2015-107818,NULL,NULL
CA-2015-108182,NULL,NULL
CA-2015-108189,NULL,NULL
CA-2015-108609,NULL,NULL
CA-2015-108707,NULL,NULL
CA-2015-108861,NULL,NULL
CA-2015-108903,NULL,NULL
CA-2015-109127,NULL,NULL
CA-2015-109134,NULL,NULL
CA-2015-109218,NULL,NULL
CA-2015-109232,NULL,NULL
CA-2015-109302,NULL,NULL
CA-2015-109680,NULL,NULL
CA-2015-109890,NULL,NULL
CA-2015-109904,NULL,NULL
CA-2015-109918,NULL,NULL
CA-2015-110030,NULL,NULL
CA-2015-110072,NULL,NULL
CA-2015-110100,NULL,NULL
CA-2015-110219,NULL,NULL
CA-2015-110352,NULL,NULL
CA-2015-110408,NULL,NULL
CA-2015-110527,NULL,NULL
CA-2015-110555,NULL,NULL
CA-2015-110611,NULL,NULL
CA-2015-110786,NULL,NULL
CA-2015-110849,NULL,NULL
CA-2015-111192,NULL,NULL
CA-2015-111451,NULL,NULL
CA-2015-111500,NULL,NULL
CA-2015-111773,NULL,NULL
CA-2015-111857,NULL,NULL
CA-2015-111871,NULL,NULL
CA-2015-112158,NULL,NULL
CA-2015-112326,NULL,NULL
CA-2015-112403,NULL,NULL
CA-2015-112718,NULL,NULL
CA-2015-112837,NULL,NULL
CA-2015-112851,NULL,NULL
CA-2015-113047,NULL,NULL
CA-2015-113166,NULL,NULL
CA-2015-113271,NULL,NULL
CA-2015-113320,NULL,NULL
CA-2015-113579,NULL,NULL
CA-2015-113859,NULL,NULL
CA-2015-113887,NULL,NULL
CA-2015-113929,NULL,NULL
CA-2015-113964,NULL,NULL
CA-2015-114125,NULL,NULL
CA-2015-114251,NULL,NULL
CA-2015-114321,NULL,NULL
CA-2015-114335,NULL,NULL
CA-2015-114433,NULL,NULL
CA-2015-114510,NULL,NULL
CA-2015-114643,NULL,NULL
CA-2015-114790,NULL,NULL
CA-2015-115056,NULL,NULL
CA-2015-115084,NULL,NULL
CA-2015-115133,NULL,NULL
CA-2015-115161,NULL,NULL
CA-2015-115259,NULL,NULL
CA-2015-115336,NULL,NULL
CA-2015-115357,NULL,NULL
CA-2015-115791,NULL,NULL
CA-2015-115812,NULL,NULL
CA-2015-115973,NULL,NULL
CA-2015-116190,NULL,NULL
CA-2015-116239,NULL,NULL
CA-2015-116246,NULL,NULL
CA-2015-116407,NULL,NULL
CA-2015-116568,NULL,NULL
CA-2015-116666,NULL,NULL
CA-2015-116673,NULL,NULL
CA-2015-116904,NULL,NULL
CA-2015-116932,NULL,NULL
CA-2015-117016,NULL,NULL
CA-2015-117317,NULL,NULL
CA-2015-117345,NULL,NULL
CA-2015-117429,NULL,NULL
CA-2015-117464,NULL,NULL
CA-2015-117478,NULL,NULL
CA-2015-117709,NULL,NULL
CA-2015-117765,NULL,NULL
CA-2015-118276,NULL,NULL
CA-2015-118304,NULL,NULL
CA-2015-118339,NULL,NULL
CA-2015-118962,NULL,NULL
CA-2015-118976,NULL,NULL
CA-2015-119032,NULL,NULL
CA-2015-119144,NULL,NULL
CA-2015-119375,NULL,NULL
CA-2015-119466,NULL,NULL
CA-2015-119529,NULL,NULL
CA-2015-119977,NULL,NULL
CA-2015-120243,NULL,NULL
CA-2015-120278,NULL,NULL
CA-2015-120432,NULL,NULL
CA-2015-120544,NULL,NULL
CA-2015-120670,NULL,NULL
CA-2015-120768,NULL,NULL
CA-2015-120775,NULL,NULL
CA-2015-120887,NULL,NULL
CA-2015-121006,NULL,NULL
CA-2015-121167,NULL,NULL
CA-2015-121573,NULL,NULL
CA-2015-121629,NULL,NULL
CA-2015-121664,NULL,NULL
CA-2015-121727,NULL,NULL
CA-2015-121762,NULL,NULL
CA-2015-121769,NULL,NULL
CA-2015-122217,NULL,NULL
CA-2015-122336,NULL,NULL
CA-2015-122588,NULL,NULL
CA-2015-122679,NULL,NULL
CA-2015-122749,NULL,NULL
CA-2015-122882,NULL,NULL
CA-2015-122931,NULL,NULL
CA-2015-123064,NULL,NULL
CA-2015-123127,NULL,NULL
CA-2015-123253,NULL,NULL
CA-2015-123260,NULL,NULL
CA-2015-123295,NULL,NULL
CA-2015-123316,NULL,NULL
CA-2015-123323,NULL,NULL
CA-2015-123344,NULL,NULL
CA-2015-123477,NULL,NULL
CA-2015-123855,NULL,NULL
CA-2015-123925,NULL,NULL
CA-2015-124023,NULL,NULL
CA-2015-124247,NULL,NULL
CA-2015-124464,NULL,NULL
CA-2015-124478,NULL,NULL
CA-2015-124513,NULL,NULL
CA-2015-124618,NULL,NULL
CA-2015-124688,NULL,NULL
CA-2015-124709,NULL,NULL
CA-2015-124723,NULL,NULL
CA-2015-124730,NULL,NULL
CA-2015-124737,NULL,NULL
CA-2015-124856,NULL,NULL
CA-2015-125150,NULL,NULL
CA-2015-125171,NULL,NULL
CA-2015-125514,NULL,NULL
CA-2015-125612,NULL,NULL
CA-2015-125682,NULL,NULL
CA-2015-125759,NULL,NULL
CA-2015-125829,NULL,NULL
CA-2015-125997,NULL,NULL
CA-2015-126032,NULL,NULL
CA-2015-126193,NULL,NULL
CA-2015-126277,NULL,NULL
CA-2015-126333,NULL,NULL
CA-2015-126361,NULL,NULL
CA-2015-126403,NULL,NULL
CA-2015-126480,NULL,NULL
CA-2015-126522,NULL,NULL
CA-2015-126760,NULL,NULL
CA-2015-126802,NULL,NULL
CA-2015-126907,NULL,NULL
CA-2015-126963,NULL,NULL
CA-2015-127012,NULL,NULL
CA-2015-127131,NULL,NULL
CA-2015-127159,NULL,NULL
CA-2015-127166,NULL,NULL
CA-2015-127187,NULL,NULL
CA-2015-127383,NULL,NULL
CA-2015-127446,NULL,NULL
CA-2015-127488,NULL,NULL
CA-2015-127523,NULL,NULL
CA-2015-127558,NULL,NULL
CA-2015-127586,NULL,NULL
CA-2015-127614,NULL,NULL
CA-2015-127859,NULL,NULL
CA-2015-127866,NULL,NULL
CA-2015-127936,NULL,NULL
CA-2015-127964,NULL,NULL
CA-2015-128062,NULL,NULL
CA-2015-128237,NULL,NULL
CA-2015-128524,NULL,NULL
CA-2015-128538,NULL,NULL
CA-2015-128622,NULL,NULL
CA-2015-128888,NULL,NULL
CA-2015-128986,NULL,NULL
CA-2015-129091,NULL,NULL
CA-2015-129147,NULL,NULL
CA-2015-129168,NULL,NULL
CA-2015-129189,NULL,NULL
CA-2015-129364,NULL,NULL
CA-2015-129574,NULL,NULL
CA-2015-129819,NULL,NULL
CA-2015-129938,NULL,NULL
CA-2015-130092,NULL,NULL
CA-2015-130155,NULL,NULL
CA-2015-130274,NULL,NULL
CA-2015-130421,NULL,NULL
CA-2015-130428,NULL,NULL
CA-2015-130575,NULL,NULL
CA-2015-130624,NULL,NULL
CA-2015-130673,NULL,NULL
CA-2015-130729,NULL,NULL
CA-2015-130813,NULL,NULL
CA-2015-130869,NULL,NULL
CA-2015-130918,NULL,NULL
CA-2015-130960,NULL,NULL
CA-2015-131002,NULL,NULL
CA-2015-131009,NULL,NULL
CA-2015-131051,NULL,NULL
CA-2015-131247,NULL,NULL
CA-2015-131387,NULL,NULL
CA-2015-131450,NULL,NULL
CA-2015-131527,NULL,NULL
CA-2015-131541,NULL,NULL
CA-2015-131905,NULL,NULL
CA-2015-131926,NULL,NULL
CA-2015-131947,NULL,NULL
CA-2015-132010,NULL,NULL
CA-2015-132227,NULL,NULL
CA-2015-132500,NULL,NULL
CA-2015-132542,NULL,NULL
CA-2015-132612,NULL,NULL
CA-2015-132787,NULL,NULL
CA-2015-132801,NULL,NULL
CA-2015-132864,NULL,NULL
CA-2015-132913,NULL,NULL
CA-2015-132983,NULL,NULL
CA-2015-133270,NULL,NULL
CA-2015-133354,NULL,NULL
CA-2015-133389,NULL,NULL
CA-2015-133543,NULL,NULL
CA-2015-133592,NULL,NULL
CA-2015-133634,NULL,NULL
CA-2015-133753,NULL,NULL
CA-2015-133830,NULL,NULL
CA-2015-134061,NULL,NULL
CA-2015-134215,NULL,NULL
CA-2015-134278,NULL,NULL
CA-2015-134551,NULL,NULL
CA-2015-134572,NULL,NULL
CA-2015-134621,NULL,NULL
CA-2015-134677,NULL,NULL
CA-2015-135090,NULL,NULL
CA-2015-135657,NULL,NULL
CA-2015-136280,NULL,NULL
CA-2015-136336,NULL,NULL
CA-2015-136399,NULL,NULL
CA-2015-136567,NULL,NULL
CA-2015-136644,NULL,NULL
CA-2015-136742,NULL,NULL
CA-2015-136861,NULL,NULL
CA-2015-137092,NULL,NULL
CA-2015-137274,NULL,NULL
CA-2015-137351,NULL,NULL
CA-2015-137575,NULL,NULL
CA-2015-137589,NULL,NULL
CA-2015-137911,NULL,NULL
CA-2015-138023,NULL,NULL
CA-2015-138072,NULL,NULL
CA-2015-138177,NULL,NULL
CA-2015-138198,NULL,NULL
CA-2015-138296,NULL,NULL
CA-2015-138317,NULL,NULL
CA-2015-138436,NULL,NULL
CA-2015-138450,NULL,NULL
CA-2015-138513,NULL,NULL
CA-2015-138527,NULL,NULL
CA-2015-138681,NULL,NULL
CA-2015-138737,NULL,NULL
CA-2015-138940,NULL,NULL
CA-2015-139017,NULL,NULL
CA-2015-139283,NULL,NULL
CA-2015-139423,NULL,NULL
CA-2015-139598,NULL,NULL
CA-2015-139633,NULL,NULL
CA-2015-139857,NULL,NULL
CA-2015-139892,NULL,NULL
CA-2015-140032,NULL,NULL
CA-2015-140039,NULL,NULL
CA-2015-140228,NULL,NULL
CA-2015-140396,NULL,NULL
CA-2015-140473,NULL,NULL
CA-2015-140487,NULL,NULL
CA-2015-140662,NULL,NULL
CA-2015-140732,NULL,NULL
CA-2015-140795,NULL,NULL
CA-2015-140816,NULL,NULL
CA-2015-140858,NULL,NULL
CA-2015-140886,NULL,NULL
CA-2015-141005,NULL,NULL
CA-2015-141110,NULL,NULL
CA-2015-141152,NULL,NULL
CA-2015-141173,NULL,NULL
CA-2015-141278,NULL,NULL
CA-2015-141299,NULL,NULL
CA-2015-141313,NULL,NULL
CA-2015-141355,NULL,NULL
CA-2015-141607,NULL,NULL
CA-2015-141649,NULL,NULL
CA-2015-141726,NULL,NULL
CA-2015-141796,NULL,NULL
CA-2015-141817,NULL,NULL
CA-2015-141838,NULL,NULL
CA-2015-141901,NULL,NULL
CA-2015-142048,NULL,NULL
CA-2015-142314,NULL,NULL
CA-2015-142510,NULL,NULL
CA-2015-142769,NULL,NULL
CA-2015-142839,NULL,NULL
CA-2015-142951,NULL,NULL
CA-2015-143182,NULL,NULL
CA-2015-143210,NULL,NULL
CA-2015-143336,NULL,NULL
CA-2015-143385,NULL,NULL
CA-2015-143413,NULL,NULL
CA-2015-143637,NULL,NULL
CA-2015-143903,NULL,NULL
CA-2015-143917,NULL,NULL
CA-2015-144029,NULL,NULL
CA-2015-144281,NULL,NULL
CA-2015-144407,NULL,NULL
CA-2015-144414,NULL,NULL
CA-2015-144624,NULL,NULL
CA-2015-144666,NULL,NULL
CA-2015-144974,NULL,NULL
CA-2015-145212,NULL,NULL
CA-2015-145254,NULL,NULL
CA-2015-145317,NULL,NULL
CA-2015-145387,NULL,NULL
CA-2015-145541,NULL,NULL
CA-2015-145800,NULL,NULL
CA-2015-145926,NULL,NULL
CA-2015-146283,NULL,NULL
CA-2015-146591,NULL,NULL
CA-2015-146640,NULL,NULL
CA-2015-146703,NULL,NULL
CA-2015-146864,NULL,NULL
CA-2015-146885,NULL,NULL
CA-2015-146969,NULL,NULL
CA-2015-147235,NULL,NULL
CA-2015-147543,NULL,NULL
CA-2015-147900,NULL,NULL
CA-2015-147914,NULL,NULL
CA-2015-148369,NULL,NULL
CA-2015-148383,NULL,NULL
CA-2015-148425,NULL,NULL
CA-2015-148586,NULL,NULL
CA-2015-148761,NULL,NULL
CA-2015-148782,NULL,NULL
CA-2015-148950,NULL,NULL
CA-2015-149055,NULL,NULL
CA-2015-149104,NULL,NULL
CA-2015-149244,NULL,NULL
CA-2015-149524,NULL,NULL
CA-2015-149538,NULL,NULL
CA-2015-149594,NULL,NULL
CA-2015-149643,NULL,NULL
CA-2015-149958,NULL,NULL
CA-2015-150203,NULL,NULL
CA-2015-150245,NULL,NULL
CA-2015-150301,NULL,NULL
CA-2015-150329,NULL,NULL
CA-2015-150490,NULL,NULL
CA-2015-150798,NULL,NULL
CA-2015-151078,NULL,NULL
CA-2015-151162,NULL,NULL
CA-2015-151330,NULL,NULL
CA-2015-151379,NULL,NULL
CA-2015-151554,NULL,NULL
CA-2015-151792,NULL,NULL
CA-2015-151897,NULL,NULL
CA-2015-151946,NULL,NULL
CA-2015-151953,NULL,NULL
CA-2015-151967,NULL,NULL
CA-2015-151995,NULL,NULL
CA-2015-152100,NULL,NULL
CA-2015-152233,NULL,NULL
CA-2015-152254,NULL,NULL
CA-2015-152268,NULL,NULL
CA-2015-152296,NULL,NULL
CA-2015-152422,NULL,NULL
CA-2015-152443,NULL,NULL
CA-2015-152849,NULL,NULL
CA-2015-152905,NULL,NULL
CA-2015-153150,NULL,NULL
CA-2015-153619,NULL,NULL
CA-2015-153808,NULL,NULL
CA-2015-153969,NULL,NULL
CA-2015-153976,NULL,NULL
CA-2015-154095,NULL,NULL
CA-2015-154158,NULL,NULL
CA-2015-154165,NULL,NULL
CA-2015-154186,NULL,NULL
CA-2015-154592,NULL,NULL
CA-2015-154599,NULL,NULL
CA-2015-154627,NULL,NULL
CA-2015-154641,NULL,NULL
CA-2015-154669,NULL,NULL
CA-2015-154837,NULL,NULL
CA-2015-154963,NULL,NULL
CA-2015-155208,NULL,NULL
CA-2015-155264,NULL,NULL
CA-2015-155271,NULL,NULL
CA-2015-155390,NULL,NULL
CA-2015-155593,NULL,NULL
CA-2015-155852,NULL,NULL
CA-2015-155887,NULL,NULL
CA-2015-156006,NULL,NULL
CA-2015-156160,NULL,NULL
CA-2015-156244,NULL,NULL
CA-2015-156314,NULL,NULL
CA-2015-156349,NULL,NULL
CA-2015-156545,NULL,NULL
CA-2015-156587,NULL,NULL
CA-2015-156594,NULL,NULL
CA-2015-156601,NULL,NULL
CA-2015-156790,NULL,NULL
CA-2015-156993,NULL,NULL
CA-2015-157147,NULL,NULL
CA-2015-157609,NULL,NULL
CA-2015-157784,NULL,NULL
CA-2015-158029,NULL,NULL
CA-2015-158064,NULL,NULL
CA-2015-158274,NULL,NULL
CA-2015-158281,NULL,NULL
CA-2015-158337,NULL,NULL
CA-2015-158372,NULL,NULL
CA-2015-158442,NULL,NULL
CA-2015-158540,NULL,NULL
CA-2015-158771,NULL,NULL
CA-2015-159121,NULL,NULL
CA-2015-159310,NULL,NULL
CA-2015-159338,NULL,NULL
CA-2015-159478,NULL,NULL
CA-2015-159520,NULL,NULL
CA-2015-159625,NULL,NULL
CA-2015-159681,NULL,NULL
CA-2015-159814,NULL,NULL
CA-2015-159849,NULL,NULL
CA-2015-160066,NULL,NULL
CA-2015-160157,NULL,NULL
CA-2015-160262,NULL,NULL
CA-2015-160276,NULL,NULL
CA-2015-160738,NULL,NULL
CA-2015-160766,NULL,NULL
CA-2015-161032,NULL,NULL
CA-2015-161508,NULL,NULL
CA-2015-161634,NULL,NULL
CA-2015-162089,NULL,NULL
CA-2015-162684,NULL,NULL
CA-2015-162775,NULL,NULL
CA-2015-162992,NULL,NULL
CA-2015-163013,NULL,NULL
CA-2015-163034,NULL,NULL
CA-2015-163223,NULL,NULL
CA-2015-163412,NULL,NULL
CA-2015-163419,NULL,NULL
CA-2015-163447,NULL,NULL
CA-2015-163468,NULL,NULL
CA-2015-163552,NULL,NULL
CA-2015-163559,NULL,NULL
CA-2015-164182,NULL,NULL
CA-2015-164259,NULL,NULL
CA-2015-164315,NULL,NULL
CA-2015-164385,NULL,NULL
CA-2015-164469,NULL,NULL
CA-2015-164721,NULL,NULL
CA-2015-164749,NULL,NULL
CA-2015-164861,NULL,NULL
CA-2015-164903,NULL,NULL
CA-2015-164910,NULL,NULL
CA-2015-164973,NULL,NULL
CA-2015-165309,NULL,NULL
CA-2015-165393,NULL,NULL
CA-2015-165477,NULL,NULL
CA-2015-165540,NULL,NULL
CA-2015-165568,NULL,NULL
CA-2015-165764,NULL,NULL
CA-2015-165974,NULL,NULL
CA-2015-166086,NULL,NULL
CA-2015-166457,NULL,NULL
CA-2015-166716,NULL,NULL
CA-2015-166730,NULL,NULL
CA-2015-166744,NULL,NULL
CA-2015-166863,NULL,NULL
CA-2015-166891,NULL,NULL
CA-2015-166954,NULL,NULL
CA-2015-166961,NULL,NULL
CA-2015-167164,NULL,NULL
CA-2015-167199,NULL,NULL
CA-2015-167360,NULL,NULL
CA-2015-167486,NULL,NULL
CA-2015-167724,NULL,NULL
CA-2015-167927,NULL,NULL
CA-2015-168130,NULL,NULL
CA-2015-168158,NULL,NULL
CA-2015-168368,NULL,NULL
CA-2015-168473,NULL,NULL
CA-2015-168494,NULL,NULL
CA-2015-168592,NULL,NULL
CA-2015-168984,NULL,NULL
CA-2015-169019,NULL,NULL
CA-2015-169033,NULL,NULL
CA-2015-169061,NULL,NULL
CA-2015-169446,NULL,NULL
CA-2015-169460,NULL,NULL
CA-2015-169642,NULL,NULL
CA-2015-169726,NULL,NULL
CA-2015-169775,NULL,NULL
CA-2015-169852,NULL,NULL
CA-2016-100146,NULL,NULL
CA-2016-100454,NULL,NULL
CA-2016-100545,NULL,NULL
CA-2016-100573,NULL,NULL
CA-2016-100657,NULL,NULL
CA-2016-100685,NULL,NULL
CA-2016-100769,NULL,NULL
CA-2016-100818,NULL,NULL
CA-2016-100888,NULL,NULL
CA-2016-101000,NULL,NULL
CA-2016-101007,NULL,NULL
CA-2016-101126,NULL,NULL
CA-2016-101154,NULL,NULL
CA-2016-101707,NULL,NULL
CA-2016-101868,NULL,NULL
CA-2016-101910,NULL,NULL
CA-2016-101924,NULL,NULL
CA-2016-102016,NULL,NULL
CA-2016-102036,NULL,NULL
CA-2016-102260,NULL,NULL
CA-2016-102281,NULL,NULL
CA-2016-102491,NULL,NULL
CA-2016-102582,NULL,NULL
CA-2016-102722,NULL,NULL
CA-2016-102778,NULL,NULL
CA-2016-102806,NULL,NULL
CA-2016-102848,NULL,NULL
CA-2016-102876,NULL,NULL
CA-2016-103093,NULL,NULL
CA-2016-103135,NULL,NULL
CA-2016-103177,NULL,NULL
CA-2016-103205,NULL,NULL
CA-2016-103723,NULL,NULL
CA-2016-103793,NULL,NULL
CA-2016-103870,NULL,NULL
CA-2016-103933,NULL,NULL
CA-2016-103954,NULL,NULL
CA-2016-103961,NULL,NULL
CA-2016-104052,NULL,NULL
CA-2016-104059,NULL,NULL
CA-2016-104115,NULL,NULL
CA-2016-104241,NULL,NULL
CA-2016-104346,NULL,NULL
CA-2016-104486,NULL,NULL
CA-2016-104493,NULL,NULL
CA-2016-104514,NULL,NULL
CA-2016-104626,NULL,NULL
CA-2016-104871,NULL,NULL
CA-2016-104941,NULL,NULL
CA-2016-105102,NULL,NULL
CA-2016-105361,NULL,NULL
CA-2016-105627,NULL,NULL
CA-2016-105634,NULL,NULL
CA-2016-105690,NULL,NULL
CA-2016-105844,NULL,NULL
CA-2016-106187,NULL,NULL
CA-2016-106208,NULL,NULL
CA-2016-106215,NULL,NULL
CA-2016-106320,NULL,NULL
CA-2016-106362,NULL,NULL
CA-2016-106565,NULL,NULL
CA-2016-106978,NULL,NULL
CA-2016-107020,NULL,NULL
CA-2016-107083,NULL,NULL
CA-2016-107468,NULL,NULL
CA-2016-107678,NULL,NULL
CA-2016-107741,NULL,NULL
CA-2016-107902,NULL,NULL
CA-2016-107937,NULL,NULL
CA-2016-108119,NULL,NULL
CA-2016-108259,NULL,NULL
CA-2016-108588,NULL,NULL
CA-2016-108665,NULL,NULL
CA-2016-108672,NULL,NULL
CA-2016-109001,NULL,NULL
CA-2016-109113,NULL,NULL
CA-2016-109169,NULL,NULL
CA-2016-109190,NULL,NULL
CA-2016-109197,NULL,NULL
CA-2016-109337,NULL,NULL
CA-2016-109386,NULL,NULL
CA-2016-109470,NULL,NULL
CA-2016-109512,NULL,NULL
CA-2016-109575,NULL,NULL
CA-2016-109603,NULL,NULL
CA-2016-109638,NULL,NULL
CA-2016-109708,NULL,NULL
CA-2016-109736,NULL,NULL
CA-2016-109939,NULL,NULL
CA-2016-110247,NULL,NULL
CA-2016-110324,NULL,NULL
CA-2016-110345,NULL,NULL
CA-2016-110457,NULL,NULL
CA-2016-110548,NULL,NULL
CA-2016-110667,NULL,NULL
CA-2016-110744,NULL,NULL
CA-2016-110765,NULL,NULL
CA-2016-110814,NULL,NULL
CA-2016-110863,NULL,NULL
CA-2016-110891,NULL,NULL
CA-2016-110947,NULL,NULL
CA-2016-111017,NULL,NULL
CA-2016-111038,NULL,NULL
CA-2016-111073,NULL,NULL
CA-2016-111164,NULL,NULL
CA-2016-111199,NULL,NULL
CA-2016-111206,NULL,NULL
CA-2016-111234,NULL,NULL
CA-2016-111297,NULL,NULL
CA-2016-111339,NULL,NULL
CA-2016-111395,NULL,NULL
CA-2016-111458,NULL,NULL
CA-2016-111507,NULL,NULL
CA-2016-111514,NULL,NULL
CA-2016-111780,NULL,NULL
CA-2016-111829,NULL,NULL
CA-2016-111864,NULL,NULL
CA-2016-111990,NULL,NULL
CA-2016-112014,NULL,NULL
CA-2016-112053,NULL,NULL
CA-2016-112116,NULL,NULL
CA-2016-112130,NULL,NULL
CA-2016-112214,NULL,NULL
CA-2016-112305,NULL,NULL
CA-2016-112319,NULL,NULL
CA-2016-112452,NULL,NULL
CA-2016-112522,NULL,NULL
CA-2016-112557,NULL,NULL
CA-2016-112571,NULL,NULL
CA-2016-112711,NULL,NULL
CA-2016-112767,NULL,NULL
CA-2016-112823,NULL,NULL
CA-2016-113040,NULL,NULL
CA-2016-113110,NULL,NULL
CA-2016-113131,NULL,NULL
CA-2016-113145,NULL,NULL
CA-2016-113173,NULL,NULL
CA-2016-113215,NULL,NULL
CA-2016-113222,NULL,NULL
CA-2016-113523,NULL,NULL
CA-2016-113628,NULL,NULL
CA-2016-113740,NULL,NULL
CA-2016-113971,NULL,NULL
CA-2016-114048,NULL,NULL
CA-2016-114069,NULL,NULL
CA-2016-114237,NULL,NULL
CA-2016-114468,NULL,NULL
CA-2016-114503,NULL,NULL
CA-2016-114811,NULL,NULL
CA-2016-114923,NULL,NULL
CA-2016-115168,NULL,NULL
CA-2016-115399,NULL,NULL
CA-2016-115420,NULL,NULL
CA-2016-115693,NULL,NULL
CA-2016-115742,NULL,NULL
CA-2016-115798,NULL,NULL
CA-2016-115847,NULL,NULL
CA-2016-115924,NULL,NULL
CA-2016-115938,NULL,NULL
CA-2016-115945,NULL,NULL
CA-2016-116092,NULL,NULL
CA-2016-116260,NULL,NULL
CA-2016-116512,NULL,NULL
CA-2016-116638,NULL,NULL
CA-2016-116841,NULL,NULL
CA-2016-117086,NULL,NULL
CA-2016-117415,NULL,NULL
CA-2016-117772,NULL,NULL
CA-2016-117828,NULL,NULL
CA-2016-117898,NULL,NULL
CA-2016-117961,NULL,NULL
CA-2016-118227,NULL,NULL
CA-2016-118423,NULL,NULL
CA-2016-118444,NULL,NULL
CA-2016-118738,NULL,NULL
CA-2016-118871,NULL,NULL
CA-2016-118948,NULL,NULL
CA-2016-118955,NULL,NULL
CA-2016-119102,NULL,NULL
CA-2016-119291,NULL,NULL
CA-2016-119480,NULL,NULL
CA-2016-119550,NULL,NULL
CA-2016-119592,NULL,NULL
CA-2016-119627,NULL,NULL
CA-2016-119634,NULL,NULL
CA-2016-119690,NULL,NULL
CA-2016-119697,NULL,NULL
CA-2016-119907,NULL,NULL
CA-2016-119942,NULL,NULL
CA-2016-120103,NULL,NULL
CA-2016-120320,NULL,NULL
CA-2016-120362,NULL,NULL
CA-2016-120397,NULL,NULL
CA-2016-120439,NULL,NULL
CA-2016-120446,NULL,NULL
CA-2016-120516,NULL,NULL
CA-2016-120551,NULL,NULL
CA-2016-120621,NULL,NULL
CA-2016-120677,NULL,NULL
CA-2016-120845,NULL,NULL
CA-2016-120880,NULL,NULL
CA-2016-120901,NULL,NULL
CA-2016-121041,NULL,NULL
CA-2016-121097,NULL,NULL
CA-2016-121188,NULL,NULL
CA-2016-121272,NULL,NULL
CA-2016-121391,NULL,NULL
CA-2016-121552,NULL,NULL
CA-2016-121650,NULL,NULL
CA-2016-121699,NULL,NULL
CA-2016-121720,NULL,NULL
CA-2016-121783,NULL,NULL
CA-2016-121965,NULL,NULL
CA-2016-122210,NULL,NULL
CA-2016-122259,NULL,NULL
CA-2016-122287,NULL,NULL
CA-2016-122406,NULL,NULL
CA-2016-122623,NULL,NULL
CA-2016-122826,NULL,NULL
CA-2016-123092,NULL,NULL
CA-2016-123232,NULL,NULL
CA-2016-123330,NULL,NULL
CA-2016-123456,NULL,NULL
CA-2016-123505,NULL,NULL
CA-2016-123568,NULL,NULL
CA-2016-123673,NULL,NULL
CA-2016-123939,NULL,NULL
CA-2016-124044,NULL,NULL
CA-2016-124107,NULL,NULL
CA-2016-124268,NULL,NULL
CA-2016-124450,NULL,NULL
CA-2016-124541,NULL,NULL
CA-2016-124653,NULL,NULL
CA-2016-124800,NULL,NULL
CA-2016-124891,NULL,NULL
CA-2016-124919,NULL,NULL
CA-2016-124933,NULL,NULL
CA-2016-124975,NULL,NULL
CA-2016-125178,NULL,NULL
CA-2016-125395,NULL,NULL
CA-2016-125416,NULL,NULL
CA-2016-125423,NULL,NULL
CA-2016-125696,NULL,NULL
